class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.7144001722335815,0.5097018480300903,-0.0505225732922554,0.9973921775817871,0.7132192254066467,0.49205684661865234,-0.034645549952983856,0.9981558918952942,0.7126528024673462,0.4913361966609955,-0.03477533906698227,0.998216450214386,0.7118477821350098,0.4904210865497589,-0.03487354516983032,0.9986572265625,0.710796058177948,0.490582138299942,-0.07645261287689209,0.9974943399429321,0.7087000608444214,0.48905637860298157,-0.07647649943828583,0.9972109198570251,0.7063159346580505,0.48728877305984497,-0.07647109031677246,0.9974465370178223,0.6950441598892212,0.48777347803115845,0.048107896000146866,0.9989838004112244,0.6895465850830078,0.4853705167770386,-0.13854870200157166,0.9967706203460693,0.7063400149345398,0.5242490172386169,-0.016628729179501534,0.9978371262550354,0.7031366229057312,0.5208578705787659,-0.07077349722385406,0.996788740158081,0.6606000661849976,0.5692279934883118,0.1463834047317505,0.9955831170082092,0.6199036836624146,0.5503719449043274,-0.21771705150604248,0.9940146803855896,0.650953471660614,0.6655955910682678,0.2318883240222931,0.0318216010928154,0.6414386630058289,0.668074369430542,-0.29360541701316833,0.9537840485572815,0.6724174618721008,0.7244590520858765,0.20298147201538086,0.03945084288716316,0.7274393439292908,0.629395067691803,-0.2737939655780792,0.9342287182807922,0.6785917282104492,0.7329731583595276,0.21190449595451355,0.06090100109577179,0.7525687217712402,0.6219525933265686,-0.3065287470817566,0.9104750156402588,0.6835041046142578,0.7258225679397583,0.1842268407344818,0.06188694387674332,0.7554965019226074,0.6124311685562134,-0.29141342639923096,0.9010196924209595,0.6800711750984192,0.7218149900436401,0.18933111429214478,0.06990072131156921,0.7486941814422607,0.6144127249717712,-0.268335223197937,0.8581081628799438,0.5849402546882629,0.7254775166511536,0.10430171340703964,0.998150646686554,0.5550956130027771,0.7254385352134705,-0.1040993183851242,0.9970027804374695,0.7128254771232605,0.7498860955238342,0.0859600380063057,0.26987576484680176,0.6592056751251221,0.7459233999252319,-0.2149040251970291,0.8889161348342896,0.6473250389099121,0.894740104675293,0.09401334822177887,0.39565566182136536,0.6476120948791504,0.8826494216918945,-0.0719175860285759,0.6146836876869202,0.6229150891304016,0.905265212059021,0.0957084521651268,0.5730365514755249,0.6298356652259827,0.8900563716888428,-0.04955672845244408,0.7661116719245911,0.6743645071983337,0.9511386752128601,0.0702788457274437,0.4319644570350647,0.6890912055969238,0.9415401220321655,-0.030459130182862282,0.5390394926071167
normal,0.5737738609313965,0.23686546087265015,-0.14455671608448029,0.9976456165313721,0.5703175663948059,0.21954098343849182,-0.12250051647424698,0.9983253479003906,0.5699789524078369,0.21902069449424744,-0.12257517874240875,0.9983791708946228,0.5694186687469482,0.21830445528030396,-0.12266366183757782,0.9987777471542358,0.5659332871437073,0.21824553608894348,-0.15756946802139282,0.9977292418479919,0.5621464252471924,0.21667394042015076,-0.15761128067970276,0.9974717497825623,0.5574216842651367,0.21470782160758972,-0.1576567143201828,0.9976791143417358,0.5499415993690491,0.21915635466575623,-0.0023411971051245928,0.9990639686584473,0.5340296626091003,0.21342214941978455,-0.16585305333137512,0.9970656633377075,0.5661396980285645,0.25325754284858704,-0.09700563549995422,0.9980461001396179,0.5605285167694092,0.2507890462875366,-0.14455218613147736,0.9971019625663757,0.5541019439697266,0.339362770318985,0.08368485420942307,0.9960224032402039,0.4591049551963806,0.2822127044200897,-0.1729467809200287,0.9945972561836243,0.5823903679847717,0.4693860709667206,0.14550653100013733,0.12477611750364304,0.4155402183532715,0.4019528329372406,-0.3096713125705719,0.9565696716308594,0.6178901195526123,0.5791515707969666,0.03904237225651741,0.1327151358127594,0.49118572473526,0.404929518699646,-0.46834373474121094,0.9387959241867065,0.6305137276649475,0.6131638288497925,0.014846490696072578,0.14827501773834229,0.5113294124603271,0.4156774580478668,-0.5133690237998962,0.915708601474762,0.6299201250076294,0.6133848428726196,-0.018305202946066856,0.15004079043865204,0.5200122594833374,0.401975154876709,-0.517825722694397,0.907012403011322,0.6254711747169495,0.6036792993545532,0.021631019189953804,0.15657682716846466,0.5133514404296875,0.3961697816848755,-0.47132009267807007,0.8660048842430115,0.5195204615592957,0.5471826195716858,0.06537284702062607,0.9980829954147339,0.46171650290489197,0.5424639582633972,-0.06537735462188721,0.996720552444458,0.5323057174682617,0.748944878578186,-0.017453957349061966,0.28578847646713257,0.4673418402671814,0.7391369938850403,-0.11063007265329361,0.8246452212333679,0.5253579020500183,0.9242692589759827,0.141468346118927,0.3763086497783661,0.44656163454055786,0.9112505316734314,0.06240289658308029,0.570399820804596,0.5154248476028442,0.946370542049408,0.14960573613643646,0.5338011980056763,0.43782949447631836,0.9320119619369507,0.07288036495447159,0.7007448077201843,0.5478919744491577,0.9863167405128479,0.01606927625834942,0.40948671102523804,0.46673449873924255,0.9731262922286987,-0.08512304723262787,0.5026960372924805
normal,0.5736455917358398,0.23687118291854858,-0.0809304267168045,0.9978726506233215,0.5702453851699829,0.21953800320625305,-0.05900774151086807,0.9984797239303589,0.5698851346969604,0.21901735663414001,-0.059045832604169846,0.9985268115997314,0.5692861080169678,0.21830298006534576,-0.059101320803165436,0.9988887310028076,0.5658103823661804,0.21822510659694672,-0.10095731168985367,0.9979436993598938,0.5620334148406982,0.21663998067378998,-0.10101624578237534,0.9977099895477295,0.5574133396148682,0.21467025578022003,-0.10107462108135223,0.9978955984115601,0.5497848987579346,0.2192283421754837,0.0533478669822216,0.9991400837898254,0.5346633195877075,0.21349427103996277,-0.14075089991092682,0.9973446726799011,0.5661083459854126,0.2539306879043579,-0.035551853477954865,0.998232901096344,0.5605267286300659,0.2513105869293213,-0.09200506657361984,0.9973835349082947,0.5540277361869812,0.3411896526813507,0.14745771884918213,0.9964165091514587,0.4616358280181885,0.2822199761867523,-0.17542316019535065,0.9951316118240356,0.5822842121124268,0.4692469537258148,0.2123461216688156,0.20246942341327667,0.41607826948165894,0.4013214111328125,-0.31875079870224,0.9600452184677124,0.6169092655181885,0.5789979100227356,0.12076012790203094,0.21373359858989716,0.4907711148262024,0.404940128326416,-0.46073731780052185,0.9435996413230896,0.6304565668106079,0.6131404042243958,0.10272343456745148,0.22255979478359222,0.5113281607627869,0.4157789349555969,-0.5026068091392517,0.9213195443153381,0.6297326683998108,0.6133295893669128,0.0711677223443985,0.22531244158744812,0.5192281007766724,0.402297705411911,-0.5035848617553711,0.9132631421089172,0.6245161890983582,0.6031609177589417,0.10373631864786148,0.23070722818374634,0.5125828385353088,0.39641863107681274,-0.46120747923851013,0.8746313452720642,0.5193614959716797,0.5521961450576782,0.08967436850070953,0.9979938268661499,0.46936941146850586,0.5456117391586304,-0.08966238051652908,0.9966292381286621,0.5142605900764465,0.7552089095115662,0.042537298053503036,0.2725914716720581,0.48292893171310425,0.7437903881072998,-0.11918549239635468,0.7694284915924072,0.4988693594932556,0.9310095310211182,0.15417025983333588,0.3462342321872711,0.46748751401901245,0.9298378229141235,-0.006943411193788052,0.5283787846565247,0.4850139617919922,0.9560041427612305,0.15845265984535217,0.4932771325111389,0.453095018863678,0.9578292369842529,-0.00231558526866138,0.6458567976951599,0.5350137948989868,0.9863095879554749,0.05088214948773384,0.3796933889389038,0.5064377784729004,0.9820268154144287,-0.14231958985328674,0.46864598989486694
normal,0.5735332369804382,0.23687274754047394,-0.07189784944057465,0.9980772137641907,0.5701660513877869,0.21951644122600555,-0.05009640380740166,0.998618483543396,0.5697792768478394,0.21899324655532837,-0.050140123814344406,0.9986599087715149,0.5691367983818054,0.21828250586986542,-0.050196222960948944,0.9989884495735168,0.5657047033309937,0.21818403899669647,-0.09176922589540482,0.9981361031532288,0.5619441866874695,0.21658705174922943,-0.09182686358690262,0.9979238510131836,0.5574058294296265,0.2146180272102356,-0.09188543260097504,0.9980891942977905,0.5495661497116089,0.21926505863666534,0.0615457184612751,0.9992095828056335,0.5350850224494934,0.21354597806930542,-0.1320575475692749,0.9975951313972473,0.5660720467567444,0.25434091687202454,-0.026928532868623734,0.9984014630317688,0.5605239272117615,0.25169089436531067,-0.08305434882640839,0.9976372122764587,0.5540143251419067,0.3420579135417938,0.15273289382457733,0.9967710971832275,0.4627315104007721,0.28226086497306824,-0.17540371417999268,0.9956117272377014,0.5820893049240112,0.46854904294013977,0.21433314681053162,0.2727518081665039,0.4164251685142517,0.4009520411491394,-0.3217028081417084,0.9630886912345886,0.6161230802536011,0.5786237716674805,0.122860386967659,0.28664496541023254,0.48996701836586,0.40496501326560974,-0.4610450863838196,0.9477404356002808,0.6303966641426086,0.6130358576774597,0.10474231094121933,0.2894146740436554,0.5103026032447815,0.4157952070236206,-0.5032480359077454,0.9261369705200195,0.6296585202217102,0.6132975220680237,0.07252928614616394,0.293035089969635,0.5180110335350037,0.40233585238456726,-0.5044358968734741,0.9186625480651855,0.6240384578704834,0.6027562618255615,0.10563446581363678,0.29738086462020874,0.511260986328125,0.3964483439922333,-0.4617380201816559,0.8820986747741699,0.5196317434310913,0.5556996464729309,0.09313605725765228,0.9978834390640259,0.47137752175331116,0.5483831167221069,-0.09310170263051987,0.9965083599090576,0.5170378684997559,0.7589752078056335,0.047679487615823746,0.26384237408638,0.48893609642982483,0.7492689490318298,-0.12369934469461441,0.7238808274269104,0.49873408675193787,0.9369880557060242,0.15458306670188904,0.3209247291088104,0.4771721363067627,0.9398267865180969,-0.018762942403554916,0.4936283528804779,0.48479485511779785,0.9635075330734253,0.15827883780002594,0.458856999874115,0.4623798429965973,0.9685624837875366,-0.01487831212580204,0.5984258651733398,0.5360460877418518,0.988686203956604,0.05080968141555786,0.3549128770828247,0.5177360773086548,0.9913985133171082,-0.15538178384304047,0.44080016016960144
normal,0.5735136866569519,0.23687152564525604,-0.0649508386850357,0.9982607960700989,0.5701562166213989,0.2194996178150177,-0.042593035846948624,0.9987433552742004,0.5697606801986694,0.2189759463071823,-0.042646076530218124,0.998779833316803,0.5691022276878357,0.21826940774917603,-0.04271388426423073,0.9990782141685486,0.5656925439834595,0.21815527975559235,-0.08410215377807617,0.9983089566230774,0.5619374513626099,0.21655215322971344,-0.08416043221950531,0.9981159567832947,0.5574255585670471,0.21458424627780914,-0.08421564102172852,0.9982625246047974,0.5494992136955261,0.219316303730011,0.07054082304239273,0.9992712140083313,0.5355364084243774,0.21358993649482727,-0.12274996191263199,0.9978205561637878,0.5660707950592041,0.2545648515224457,-0.019665144383907318,0.9985522627830505,0.5605518817901611,0.25190767645835876,-0.07571455836296082,0.9978642463684082,0.554008424282074,0.34294572472572327,0.15803886950016022,0.9970901012420654,0.46346092224121094,0.28247347474098206,-0.1694076806306839,0.9960424304008484,0.5820237994194031,0.46808260679244995,0.2135585993528366,0.33534929156303406,0.41660013794898987,0.4009507894515991,-0.3215264678001404,0.965663492679596,0.6157057881355286,0.5783001780509949,0.11867010593414307,0.3519313335418701,0.4892030358314514,0.4050012230873108,-0.4555083215236664,0.951271653175354,0.6303311586380005,0.6129831671714783,0.09991367161273956,0.34915608167648315,0.5093585252761841,0.41585367918014526,-0.49751752614974976,0.9301746487617493,0.6296517252922058,0.61330646276474,0.06749334186315536,0.3536836504936218,0.5171311497688293,0.4023382365703583,-0.49825382232666016,0.9232397675514221,0.6239360570907593,0.6026197671890259,0.10117936134338379,0.35718709230422974,0.5103579163551331,0.3964579701423645,-0.4561699330806732,0.8884198069572449,0.5200649499893188,0.5582774877548218,0.09265200048685074,0.9978489279747009,0.47195929288864136,0.5507323741912842,-0.0926116481423378,0.9964805245399475,0.5173889994621277,0.7609103322029114,0.046759046614170074,0.2605481743812561,0.4852558970451355,0.7522373795509338,-0.1263355314731598,0.6885468363761902,0.49955683946609497,0.9394758939743042,0.15824173390865326,0.29938259720802307,0.47098374366760254,0.9384564161300659,-0.015938200056552887,0.4659774601459503,0.4859057366847992,0.9654693603515625,0.16182711720466614,0.4280363917350769,0.4599279463291168,0.9656919240951538,-0.011350514367222786,0.5550492405891418,0.5359630584716797,0.9911574125289917,0.05542237311601639,0.3332940638065338,0.5040826201438904,0.9918005466461182,-0.15351417660713196,0.4182429313659668
normal,0.5735098719596863,0.23686625063419342,-0.05819046497344971,0.9984209537506104,0.5701547861099243,0.2194797843694687,-0.036086805164813995,0.9988477230072021,0.5697537660598755,0.21895559132099152,-0.03615688905119896,0.998879611492157,0.5690817832946777,0.21825295686721802,-0.03623531013727188,0.9991521835327148,0.5656934380531311,0.21813033521175385,-0.07688097655773163,0.9984557628631592,0.5619460344314575,0.21652597188949585,-0.07693420350551605,0.9982788562774658,0.5575036406517029,0.21456241607666016,-0.07699458301067352,0.9984066486358643,0.5494586229324341,0.21935366094112396,0.07517808675765991,0.9993162751197815,0.5360166430473328,0.21363160014152527,-0.11499391496181488,0.998012900352478,0.5660697817802429,0.2547065317630768,-0.013792571611702442,0.9986829161643982,0.5605961084365845,0.25206679105758667,-0.06896571815013885,0.9980629086494446,0.5539940595626831,0.3429934084415436,0.15617118775844574,0.9973761439323425,0.4636748433113098,0.2824976146221161,-0.15820318460464478,0.9964261054992676,0.5818504095077515,0.46707481145858765,0.2085665464401245,0.3909511864185333,0.4166637063026428,0.40102052688598633,-0.30760276317596436,0.9677534103393555,0.6153145432472229,0.5776627063751221,0.11281223595142365,0.4106673300266266,0.4881366789340973,0.40505439043045044,-0.44095492362976074,0.9543240070343018,0.6302416324615479,0.6127585172653198,0.09382518380880356,0.403061181306839,0.508132815361023,0.41588035225868225,-0.4818820357322693,0.9336630702018738,0.6296412348747253,0.6132962703704834,0.06186510995030403,0.4084361791610718,0.5157150030136108,0.402291476726532,-0.4831901490688324,0.9272260069847107,0.6237977743148804,0.6024210453033447,0.09555096924304962,0.41116559505462646,0.5081927180290222,0.3964005708694458,-0.4420715272426605,0.8939690589904785,0.5205842852592468,0.5597330331802368,0.08954295516014099,0.9977735877037048,0.4726373553276062,0.5523432493209839,-0.08950043469667435,0.9963654279708862,0.5186970829963684,0.7630937695503235,0.03836092725396156,0.25751352310180664,0.48480644822120667,0.755061149597168,-0.1270555555820465,0.654186487197876,0.5025407075881958,0.9428133368492126,0.15642905235290527,0.27947303652763367,0.4676600992679596,0.9389079213142395,-0.0113610178232193,0.43833258748054504,0.489483505487442,0.9683107733726501,0.16077667474746704,0.3993400037288666,0.45638975501060486,0.9651781320571899,-0.0062897540628910065,0.5134848356246948,0.536749005317688,0.9958590269088745,0.051336683332920074,0.3125353157520294,0.4998413026332855,0.993860125541687,-0.14824333786964417,0.3948502838611603
normal,0.5569828748703003,0.23206733167171478,-0.05935858562588692,0.9985609650611877,0.5545243620872498,0.2158442586660385,-0.03987278789281845,0.9989390969276428,0.5541194677352905,0.21530859172344208,-0.039777107536792755,0.9989646077156067,0.5533764362335205,0.21466472744941711,-0.03973079472780228,0.9992138743400574,0.5499383807182312,0.21416983008384705,-0.09182044863700867,0.9985818266868591,0.5462683439254761,0.21228623390197754,-0.09185650944709778,0.9984163641929626,0.5420666933059692,0.21022017300128937,-0.09185750782489777,0.9985270500183105,0.5350090265274048,0.21590930223464966,0.05842520669102669,0.9993518590927124,0.5199933052062988,0.20980407297611237,-0.11476697027683258,0.9981802105903625,0.5476375222206116,0.24850627779960632,-0.025011340156197548,0.998801589012146,0.5418415069580078,0.24634286761283875,-0.08526452630758286,0.9982428550720215,0.5416322350502014,0.339876264333725,0.14817553758621216,0.9976329803466797,0.4411017894744873,0.2832277715206146,-0.12262022495269775,0.9967593550682068,0.5705819129943848,0.46651118993759155,0.20714890956878662,0.44489821791648865,0.4072616696357727,0.4061918556690216,-0.2283511459827423,0.9690802097320557,0.6056421995162964,0.5776650309562683,0.07880939543247223,0.46621939539909363,0.45259079337120056,0.44894587993621826,-0.380828857421875,0.9566571116447449,0.6217658519744873,0.6126377582550049,0.048031941056251526,0.45616501569747925,0.4591854512691498,0.47441720962524414,-0.4242629110813141,0.9367592930793762,0.6201227903366089,0.612973153591156,0.011138169094920158,0.46192172169685364,0.4722821116447449,0.4653879702091217,-0.4416462779045105,0.9310559034347534,0.6139147281646729,0.6022239923477173,0.05907183885574341,0.4641110599040985,0.4693727493286133,0.45607030391693115,-0.389314204454422,0.8995965123176575,0.5116040706634521,0.5652315616607666,0.06627144664525986,0.9978966116905212,0.44733303785324097,0.5584410429000854,-0.06611654907464981,0.9964761734008789,0.5212953686714172,0.7729632258415222,-0.05204107612371445,0.270166277885437,0.4424103796482086,0.7620148062705994,-0.12688815593719482,0.6108201146125793,0.5147091746330261,0.9505010843276978,0.10712200403213501,0.26236802339553833,0.4275069832801819,0.9366260766983032,0.05463619902729988,0.40481385588645935,0.5056017637252808,0.9752083420753479,0.11536349356174469,0.3714829385280609,0.4229566156864166,0.9623420238494873,0.06536625325679779,0.4678325355052948,0.5412479639053345,1.008344054222107,-0.01990153267979622,0.2931008040904999,0.44850730895996094,0.9948984980583191,-0.10212212800979614,0.36567580699920654
normal,0.5521765947341919,0.2276640087366104,-0.072060726583004,0.9986799359321594,0.5501392483711243,0.2115936279296875,-0.049453817307949066,0.9990125894546509,0.5498906970024109,0.2112719714641571,-0.049523621797561646,0.9990333914756775,0.5493918657302856,0.21096251904964447,-0.04966381937265396,0.999264657497406,0.5451332330703735,0.20977558195590973,-0.09227237850427628,0.9986791014671326,0.5414102077484131,0.2079976350069046,-0.09228625148534775,0.9985188841819763,0.5372225046157837,0.20599809288978577,-0.09214676916599274,0.9986083507537842,0.5316518545150757,0.213363379240036,0.05164118856191635,0.9993798732757568,0.5157305002212524,0.20583410561084747,-0.12078148126602173,0.9983038306236267,0.5429559946060181,0.24400855600833893,-0.025576189160346985,0.9989064931869507,0.5366212129592896,0.24181607365608215,-0.09022001177072525,0.9983976483345032,0.5384670495986938,0.33849331736564636,0.14546719193458557,0.9978651404380798,0.4356791377067566,0.28324612975120544,-0.1292361617088318,0.9970436692237854,0.5680211782455444,0.4662194848060608,0.2064719945192337,0.4928390085697174,0.40602248907089233,0.4081769287586212,-0.23759165406227112,0.967534601688385,0.604756772518158,0.57878178358078,0.0772935003042221,0.5154674649238586,0.4554225504398346,0.46501246094703674,-0.38712334632873535,0.9539461135864258,0.6207611560821533,0.6132178902626038,0.04763311892747879,0.5025862455368042,0.46117234230041504,0.4937586486339569,-0.43173807859420776,0.9334930181503296,0.6186896562576294,0.613028883934021,0.009935513138771057,0.5089040398597717,0.4738953709602356,0.48485514521598816,-0.45018139481544495,0.9285184741020203,0.6123459339141846,0.6022612452507019,0.05729328840970993,0.5102279782295227,0.4714880585670471,0.4766038954257965,-0.3966313302516937,0.8969354629516602,0.5073801875114441,0.5667384266853333,0.06139553338289261,0.9980013370513916,0.4383718967437744,0.5603923797607422,-0.061209362000226974,0.9965197443962097,0.5202144384384155,0.7732526659965515,-0.06356857717037201,0.28895166516304016,0.43238744139671326,0.7680990695953369,-0.1265399158000946,0.5735844969749451,0.5217113494873047,0.9565308094024658,0.09674472361803055,0.25162142515182495,0.4215165674686432,0.935106098651886,0.07532893121242523,0.3757430613040924,0.5141587853431702,0.980476438999176,0.10486240684986115,0.3487575352191925,0.4183729290962219,0.9616762399673462,0.08783566951751709,0.42724597454071045,0.5439875721931458,1.017571210861206,-0.0373670794069767,0.27881932258605957,0.4416177272796631,0.9987381100654602,-0.08065517246723175,0.34067410230636597
normal,0.5512611865997314,0.22631771862506866,-0.07718092203140259,0.9987870454788208,0.5494050979614258,0.2099558562040329,-0.0524740032851696,0.9990749359130859,0.5491424798965454,0.2095925658941269,-0.05248621106147766,0.9990903735160828,0.5486198663711548,0.20929792523384094,-0.052556563168764114,0.9993060231208801,0.5444644093513489,0.20830361545085907,-0.09594213962554932,0.9987658858299255,0.5405701398849487,0.20663930475711823,-0.09593591094017029,0.9986104965209961,0.5364015102386475,0.20485171675682068,-0.09570468217134476,0.9986817240715027,0.5305413603782654,0.2120244801044464,0.04869057238101959,0.9993988871574402,0.5148565769195557,0.20510736107826233,-0.12461377680301666,0.9984139800071716,0.5429026484489441,0.24266941845417023,-0.032838866114616394,0.9990000128746033,0.5363470315933228,0.24074406921863556,-0.09402336180210114,0.9985386729240417,0.5373925566673279,0.33687737584114075,0.13717204332351685,0.9980737566947937,0.4369942545890808,0.28320449590682983,-0.13707244396209717,0.9973090291023254,0.5674053430557251,0.46560636162757874,0.20549997687339783,0.5378410816192627,0.40205493569374084,0.4078525900840759,-0.24809272587299347,0.9684677124023438,0.6044780015945435,0.5790053009986877,0.0749480128288269,0.5612622499465942,0.45396336913108826,0.4632449746131897,-0.3937264084815979,0.9553409218788147,0.6201232671737671,0.6132298111915588,0.045629508793354034,0.5468569993972778,0.4610980451107025,0.49119317531585693,-0.43772974610328674,0.9351851344108582,0.6184033155441284,0.6124120950698853,0.007535700686275959,0.5533336997032166,0.4734315276145935,0.48212897777557373,-0.4547097682952881,0.9307696223258972,0.6121854782104492,0.6019354462623596,0.05501884967088699,0.5540074110031128,0.4699825644493103,0.47191277146339417,-0.4021399915218353,0.9001694321632385,0.5060785412788391,0.5699736475944519,0.061045993119478226,0.9980775117874146,0.4391849637031555,0.5630318522453308,-0.06087644770741463,0.9965329766273499,0.5235896706581116,0.778921365737915,-0.0706833079457283,0.30165600776672363,0.43011561036109924,0.7720970511436462,-0.12577608227729797,0.5373825430870056,0.5217758417129517,0.9591818451881409,0.09479502588510513,0.23943354189395905,0.416618287563324,0.9356982707977295,0.07847104966640472,0.3485732674598694,0.5131170153617859,0.9828798174858093,0.10389018058776855,0.32899513840675354,0.4153861999511719,0.9633047580718994,0.09140980243682861,0.39098411798477173,0.5442212820053101,1.0225577354431152,-0.03366582840681076,0.26504743099212646,0.440270334482193,1.0014095306396484,-0.07373997569084167,0.317501038312912
normal,0.46538835763931274,0.1702508181333542,-0.2868228554725647,0.9989079236984253,0.47029218077659607,0.15409356355667114,-0.2597216069698334,0.9991664886474609,0.47408145666122437,0.15526942908763885,-0.25984883308410645,0.9991801381111145,0.47749900817871094,0.15648874640464783,-0.25996819138526917,0.9993744492530823,0.4560737609863281,0.1507045477628708,-0.2641329765319824,0.9988880753517151,0.4499048590660095,0.14999732375144958,-0.26416561007499695,0.9987478852272034,0.44359666109085083,0.149862140417099,-0.2641955614089966,0.9988120794296265,0.47675663232803345,0.16564711928367615,-0.10957662761211395,0.9994572401046753,0.43045729398727417,0.1597955822944641,-0.1319291889667511,0.9985703229904175,0.468877375125885,0.19193878769874573,-0.23102967441082,0.999099612236023,0.45188045501708984,0.18980233371257782,-0.23841004073619843,0.9986844062805176,0.5093196034431458,0.28226667642593384,-0.02938384935259819,0.9982659816741943,0.36906906962394714,0.27691274881362915,-0.05801835656166077,0.9975763559341431,0.5480231046676636,0.4081786870956421,0.01486747432500124,0.5838108658790588,0.3120165467262268,0.3915919065475464,-0.016154512763023376,0.9711822867393494,0.5904150009155273,0.5313785076141357,-0.15452870726585388,0.60486900806427,0.29025596380233765,0.4975427985191345,-0.15134623646736145,0.9589856863021851,0.6065750122070312,0.5742346048355103,-0.20178595185279846,0.5913490653038025,0.2754952013492584,0.5381839275360107,-0.18731388449668884,0.9397262930870056,0.5969061851501465,0.5767233967781067,-0.25139424204826355,0.597280740737915,0.28633973002433777,0.540273129940033,-0.24056196212768555,0.9359961748123169,0.5886458158493042,0.5629451274871826,-0.17811749875545502,0.5977442860603333,0.29391947388648987,0.5294143557548523,-0.1746521294116974,0.9082549810409546,0.4768359065055847,0.5494737029075623,0.01740754023194313,0.99821937084198,0.39404553174972534,0.550592839717865,-0.017402272671461105,0.9968135952949524,0.5063489675521851,0.7653771042823792,-0.10627392679452896,0.35586389899253845,0.3830263018608093,0.7692950367927551,-0.10298962891101837,0.5613006949424744,0.5212315320968628,0.9446655511856079,0.10698775202035904,0.26603996753692627,0.3697056770324707,0.9366379380226135,0.09242843091487885,0.36782246828079224,0.5123206973075867,0.9676337838172913,0.11232979595661163,0.3278467059135437,0.3757447600364685,0.9436471462249756,0.10332659631967545,0.3733053207397461,0.5432103872299194,1.0121172666549683,-0.03137623146176338,0.27900823950767517,0.37379297614097595,1.0027189254760742,-0.07825426012277603,0.3273642659187317
